ID,target
000d6aaf2,37492923.49398541
000fbd867,599288.3345252421
0027d6b71,1804488.0505641964
0028cbf45,1990390.0861154061
002a68644,8538758.230746403
002dbeb22,2894692.0200291337
003925ac6,163144.7455836586
003eb0261,609794.0742264324
004b92275,1003809.2467535698
0067b4fef,494944.1544692912
00689ee2c,1048361.8053372283
0069007ac,15712581.580020785
006b60dd7,358948.22122636676
008057126,7098301.429677006
008825875,663082.7307198497
0096e207e,800303.3353752904
00c2deb75,206951.24425720345
00ce2134f,3575785.173842476
00e7ba121,2883280.377634425
00ecc53f2,32433.51422289557
00fb69afe,1583843.83104337
00fc78888,3415708.850100378
0110c05db,6074945.876358513
0126abf21,15106900.232312584
012800ace,798952.8960186318
012d8bc84,412784.02939531504
012d9baab,6703051.463883574
01346ebb9,1674736.3097870825
013842698,947802.731460837
01432f2c7,4059208.421667968
014aa259b,286927.3353194422
015a1c656,20918413.064756993
0161ebeea,4890633.0511622885
0163ff75d,19997416.71382081
01666d7a4,896469.8295593634
017ad263f,5960779.133376736
01a09167b,10105110.149901262
01b1dd07c,2021033.8867607873
01b4bd64a,17878517.49101158
01b4c938b,5996430.32894013
01bf430de,19151877.867482882
01db20056,10034099.550234288
020b34e31,4947836.080235047
02111eb6f,8254562.635460384
021f11b0c,35728553.8871656
025b6897a,3908489.068812294
026c1767f,1636826.648079142
0270d1d7b,4660764.125658408
027484f21,13231725.695275418
028020c53,10631635.393454902
02869e5f9,2414628.3122597015
02aa73470,10369581.695786815
02c00f064,1467390.9411600472
02d144b6b,1942166.466638313
02d2b0a64,11673416.643544987
02d4da4c6,231305.0408472971
02d69b525,666068.3866567379
02d791038,292176.6217454789
02e34c8e3,103293.87970503441
02f97498e,7950850.17612691
02fc56b21,19811198.295236494
030edce8a,19199828.011825003
031ddd56a,1141371.0762220244
032818895,10464472.847025497
032beb98c,28458487.517634388
03498d10d,101321.21312536024
034c32bb4,8897118.957210029
034e7a354,11918042.217285372
035419398,1102934.0342654835
0357f3417,9519508.037677413
035b68a24,25717390.75971857
0360e2d7e,71617.39271179224
03967601f,5180908.590577241
03a963ee8,4015068.8260528725
03c23ecdf,34737168.50986467
03d938c35,229933.13444261244
03e106196,600345.5582234169
03ec1414d,199607.20338980862
03f924fe6,9806037.978509342
040843487,4809033.418349692
0424bf0f1,2264460.7950360966
042cdc62a,3894616.5943060066
043a2b686,16013902.736348778
048042a7b,57841.6995087221
04a154f62,9973325.737373868
04b3efeb9,2809430.834652898
04bc62ea4,1974511.3526130405
04d0e4cf0,4611116.34786602
04d0f44bc,3984593.1750201276
04ed5af8a,1119019.5068973165
04fbf2d59,1188826.2578862142
0527dddcf,3955334.2271740646
0528302c3,5463477.1022549365
0536e2258,1009305.2147980576
054da754d,2928845.033595974
056c44518,28731183.37470062
058c8b11d,1839078.169325603
0599759ce,7219552.496167152
059b6f1fa,2391067.1922723446
059d00929,7561562.368931748
05a4eee1d,201566.69617125925
05b3e7717,9981125.337413752
05bd95a13,16012565.587252785
05f28202c,557719.266085536
061309a97,1946012.1019010702
06131d5cc,5836100.840916691
062bb21e8,986468.8409913451
06488c90a,2395644.7888780185
064d48f86,2500194.4638189375
0662f9392,3743003.5718713165
066502f55,3866446.232321337
066608dee,98251.40224011292
06843cff2,5841661.787230034
068d32d7f,151351.51309273127
06cd03d09,3065383.7860065526
06e503809,19595758.95798327
06f5eb3b9,1384320.0160110607
06f84353d,391452.7248407759
06f8d2837,583967.6172781024
06fab8e09,9772199.162498605
070ff9b8c,1479375.5234712958
071329972,7738915.460921727
071b32ef7,335597.68279082276
0733849bd,626892.5399163588
07495ca77,12529929.237795573
0763993d0,15547377.107023975
0770e5ca3,19582622.22940507
077787b5d,11200875.365816465
07874a916,1949788.1506478884
078c9588e,4047709.66737516
07902a079,3004468.850723334
07954eaf6,749932.9627818351
079a1e508,2261137.8735641865
07b34096c,33324.15261668924
07b7baef9,3942643.748708378
07d01b837,2572510.7396097444
07eb3e75d,26291341.388797272
0803772fe,9378160.310293604
08067f653,2958616.072407273
08207f2c5,51386.66188056021
0823dffa9,90436.7253590706
084461f11,662509.7531309456
0850d8ad9,623937.3213522577
08557af71,33699381.59261577
085fb524c,3421351.043160252
086a34c77,1382093.6246445084
08799037c,26653713.231448237
087ea0844,9470163.692068141
089248d8e,14154893.176460685
08b341d7d,2003555.2307825652
08c00d3d8,1963005.6006323784
08c1f91b0,204626.5892068795
08cb967e3,521532.6442190856
08cc2588d,159516.3269289324
08d27660b,3890202.784406835
08ea2ecae,214088.48752637816
08f544828,25321229.803961568
08f855d4b,2482201.2183038616
09183a245,5344985.849776886
0929d169b,1602971.0445263418
0933f9d69,9571003.823355213
0938ad7cf,3905685.2320420686
093c7e5e3,2646676.424765049
09470c145,1250903.356265344
0953d0754,1002288.093729601
0975e4371,5875058.221341762
097b5abba,1783522.0566990972
099606598,1636799.412414066
09ae3dc3a,4027306.207947806
09ae920d2,11594077.498987075
09b364ec5,7941767.088890525
09bd7fed6,4993685.059479394
09d3f15c7,403028.71713077324
09edae2ab,39662522.56932995
09faef65b,2034643.2963827688
0a0e74070,101744.54907886773
0a26a4be2,22522152.539955683
0a3df71ab,96885.02232039592
0a48a49fa,8035494.630903488
0a5bd4c80,2862000.671120846
0a6e926ca,11838876.304172661
0a730d90b,1455433.7129188464
0a76fdaa3,3095683.4909100267
0a845633d,5867980.244663652
0a8ec2e6a,1083873.2508451673
0aaa23f8a,1942108.3277360632
0adce5e78,1867667.4169572268
0add41ccf,11501839.779430438
0ae1fdc31,1169806.8354795326
0af7c3421,11830895.500473933
0afd2e694,9784003.86722383
0aff378aa,4799095.100097468
0b11670cf,3678265.4683416123
0b132f2c6,497278.1025637131
0b1f5ef87,1976574.291956811
0b20202fc,287148.0168758199
0b297d9f3,1821184.5429282098
0b59b910e,1908262.5862984257
0b625d947,8074992.766478859
0ba28f4da,1833037.9948408108
0babe6002,408143.3015885078
0bbbe8deb,4057084.1137179425
0bc4faf0e,330979.3041724404
0bd4a8ad2,9729363.472426323
0bd9b8737,4825335.693710216
0c32c635c,5834359.639573922
0c409e831,383973.54091127875
0c444d13b,3639774.656818505
0c4dfffad,4039823.2624193346
0c5491505,645974.4657703545
0c5525a98,281644.00526323635
0c5b5c1e0,313753.6473400351
0c8b1a649,3695074.275793719
0c97eddd2,10073869.694250936
0cba9fad9,5230645.4817831
0cbd1021b,391954.4451230479
0cc925146,1400332.1993113959
0ccf73685,4939734.779357569
0cef183f7,58041.068340418205
0cef3a40b,702721.9998814982
0cf253360,4863043.25026055
0cfbe380d,411643.0108134989
0d00a4015,2950191.04791356
0d3e49bb0,1251528.118400228
0d40b481b,8210816.505789136
0d6201f52,16324047.15659129
0d6cfdf99,792387.7776018934
0d88e8fc0,337125.3392215344
0d89cda20,9968019.074052867
0d930ad35,4016457.367431025
0d933b6ac,29421713.027604446
0dadd8851,1200978.7512180235
0dd873736,1199039.7988866812
0de8dbd9d,3597237.2924842397
0dfc59af8,522537.91945896996
0e1920aa8,399982.70590582583
0e19c2272,159588.32267278343
0e2d63def,4879558.2126170425
0e2e32e67,14154655.56313439
0e33dc3d1,1951665.3160811611
0e54e257b,9968700.015431823
0e588402b,4027394.7416128777
0e6d5a8b0,14131043.04024202
0e7ddb509,2883470.5880264253
0e887aa09,1535256.0189627144
0e8c830c4,1430614.1886748862
0eb66e6ad,16994960.307550132
0ee72d61f,13769447.381341655
0efce87ee,7759463.473941263
0f1f08763,3741679.546615531
0f2aaf7e5,6236075.795758781
0f2e84a29,1584785.8296309263
0f349b47a,9954182.41370694
0f3b3003f,9499235.927837413
0f452fd3e,19599531.795057792
0f5517ab0,8121298.906253087
0f70e1a1c,883794.0999250563
0f9231688,35922.383066647264
0f925f08c,2882972.5103457915
0fadf9219,504410.8043095569
0fb080660,7216504.571990864
0fc215d64,1193215.4289772261
0fcb524b7,1971268.6506890054
0fdacab09,60603.277904674316
0fdc81882,34125.3946701175
0fddec776,4477113.073312117
0ff5ed246,6556198.658681649
1008166a8,2339533.218944233
1016ba869,1452703.1271813507
101847559,6548494.09314077
102bd04d8,1918519.3832152912
1045a5101,5871056.475476911
104ded997,598552.3448629047
1059bc35b,51033.893658585446
10a929b4f,20733788.701070417
10b8ee0d8,14895857.764707787
10bec3555,1829795.055418604
10c2ea2f3,5864577.159738584
10e824dbb,18373562.93913622
10e82796a,1050600.573947407
10f1de93a,4889242.7700004075
10f890317,972158.2173828158
11250a507,9294079.233477563
113a0df16,1955442.814189128
1160f5e79,10399414.9343433
1160f65f5,1303728.6306309444
1167509aa,9900753.045950571
11afe76e6,2847087.473269083
11b309b45,1961059.8954863814
11b5f039b,23653324.96276608
11d5b7c0e,15262813.009770766
11df6f4bc,11926281.829014141
11fdde7eb,1937968.824510792
1208ab425,24065564.35348905
120eb3f4b,723907.8005219167
121736323,4014197.2003699834
121e433d3,195348.58511100407
123a3e372,10063064.898651527
1240432e8,3999883.8802843243
1240fa2e3,149180.89383250938
124807db0,269551.8092880995
1249ffb84,4846396.083595679
125046869,1911029.8158280293
1254c44d0,10177193.508158352
125c1ff5f,5139133.269292815
125e5f2f4,5319356.548958253
1260606f4,106927.793156275
127478826,1978037.1395935214
127ed287e,972508.5743076397
1287d2d53,3517346.8522861847
1296b73ee,979884.131308228
1299cab28,1027394.3306221928
12ada2c6c,198029.8728411418
12b05d822,19518563.911051918
12b150758,1815030.360275309
12c818f0f,1522791.9304394217
12ced5924,283115.2801836634
12f86b2a5,193602.74273735378
12fdc199a,8121729.945704719
130159057,9742961.922383789
13091f18d,19895227.69340244
133486df6,3448407.1072737025
133631910,404634.7858241029
133866461,5112175.842800341
1338ca6ae,816524.1064125393
134d63f82,4878812.766138915
1362bae6f,552271.0429172203
1372a718a,571356.898669366
1373199ff,676919.1219972789
137fcea1a,15749311.00826579
1382adeb4,3989064.970636992
1392a8f7a,1089002.3927603518
1394c1db5,292434.6885914699
13a05ef44,611338.4493678752
13aa1d8c9,3048331.3200590783
13b28c8b3,291800.19591845444
13b727a3f,2048223.4229439697
1419dfb4d,1965556.7925113162
141c2bd2b,37412142.13491416
141f4fdb8,1962993.3882484722
142deffec,1412617.0425851443
143a5293d,1184218.0017844234
14424d7cc,46757.48109727806
144ecf777,2399839.9782622047
145673354,5449715.914984482
145973334,1948734.9436450747
146500b51,13903815.983944992
1469e98c5,2866492.59719216
14a5d0fe8,7929841.848753283
14bd7d131,1976679.9102602284
14c84f0c0,9777653.185044046
14e082e9a,154648.73616002128
14f452ec9,2841589.34748026
1503cdcc6,7951440.281503779
150c45d59,151544.06371110812
15193f459,5022178.929090485
153140a59,404745.7914316586
1533877f8,196776.8247087642
15503a18c,11891034.298673179
1550e27bb,979714.6883851571
155140b96,1002761.2131586565
155cf878e,5808405.22137561
157d76880,1992369.3853470953
15842e967,11695568.730281055
1595c36d2,55951.23235932681
15a93fbc8,895031.7198436871
15cd1d1d5,7604095.152628932
15d255c9e,1958627.069157142
15dd66bbf,9595404.625207506
15defc71c,11060264.257809447
15fd7a9c6,202224.62314759448
16015eb55,1188289.879235861
161b74329,2422660.33266262
16264c5bc,9887830.809647387
16532a0c9,2384591.123762083
1653b322d,17601610.187127575
1694a2a9f,675623.6203801291
16970ce16,1077947.9593909755
16a02e67a,2329711.424488674
16ab8ae14,27104166.65130797
16ac64d07,374670.19931845623
16bc96b7b,4357044.847400545
16dd8452d,3928759.19442741
16e7329a9,4699088.24023306
16e9f83f3,3631787.417012966
16eafcab5,11785326.48516251
16eea6b20,35869.93207137015
16f48066a,23278029.959538087
16f811105,649428.2915899778
16f95b9ee,2188813.3287018016
1719c79a1,14972355.732881147
17224efee,3917320.100837398
1739fb8c4,19690466.472855594
17b624c7c,19808332.40856794
17b8789d4,1472132.9340160256
17ba8f200,24653063.988868598
17c3e83e5,6279186.023097844
17d5bfa1d,9981970.995411854
17e2164c4,2315132.2826184225
17f9d8c9c,4828087.969155487
17fb87123,1828958.315722231
180f21115,1354187.58977177
183e6b6bc,7059700.932277538
1842ddf03,4082670.5398577675
18516f2bb,3428214.8290956607
1857737c8,684657.108037693
186030841,2855610.7827681806
18768ec17,81663.2192892333
188521e79,201025.0783752002
188884a1e,1946392.913809608
189059ba4,24560793.106864985
1895c8f1d,4001600.193353303
189a2b5a6,1009259.1736417401
18a1b4d0a,5945207.7443842385
18ae5156c,1210517.490330712
18c26f151,2652920.5326708597
18c2ecfd0,2900489.437137227
18d443c1c,7967119.1665839115
18d789f9f,382780.7109719462
18ed8b3d4,782699.1630528808
18ef9e408,314515.5581958697
18f550ac1,59649.680426234074
18f7cfa18,3995137.8927358
1902ba327,1940722.0644420746
1906cc341,991089.7552660853
190bdc46b,80004.44577999534
1916752c5,28918807.013755836
194757772,928570.038663554
19624675a,1208362.8230324092
1985cb518,5697640.19342315
198a1c3fa,166054.61071301127
198cdc4b7,2514049.4440471563
19959f0bf,4134688.940817136
1995ef82a,63438.12913583066
199f36888,9708991.621357024
19ac5ab5b,8755728.272586962
19bafc0eb,2437459.512911294
19bf41a02,57586.59683688406
19c416584,4756531.583466376
19ca6ecf0,190019.73045512976
19d7d39f6,9607322.202481007
19e3e9ef4,36593890.70425988
19e6e7f62,2871796.5403022277
19f60d902,1122466.2422701537
1a01b3554,74849.72663645947
1a060c889,1288009.1814729495
1a0b7f0fc,3889347.2884159824
1a29797fa,114957.81559408047
1a2fcf1b6,1937075.2392716622
1a4fdc864,5168648.243639882
1a6507f27,6315361.8905067565
1a65e321b,28180265.424884718
1a6eeab3f,1449265.376869234
1a7c5c7eb,14906807.419374522
1a8d4e326,3420308.5464238147
1aa1847e8,751821.4858054193
1aa3777e8,2026199.3423728098
1aafc7dff,952638.8726563986
